2025-06-05 14:17:59 - Temp: , Hum: , Soil: , Relay: 
2025-06-06 11:58:04 - Temp: 23.79999924, Hum: 65.19999695, Soil: 601, Relay: 
2025-06-06 11:58:12 - Temp: 23.79999924, Hum: 65.19999695, Soil: 604, Relay: 
2025-06-06 11:58:15 - Temp: 23.79999924, Hum: 65.09999847, Soil: 601, Relay: 
2025-06-06 11:58:18 - Temp: 23.79999924, Hum: 65.09999847, Soil: 602, Relay: 
2025-06-06 11:58:26 - Temp: 23.79999924, Hum: 65, Soil: 343, Relay: 1
2025-06-06 11:58:29 - Temp: 23.79999924, Hum: 65.09999847, Soil: 356, Relay: 1
2025-06-06 11:58:42 - Temp: 23.79999924, Hum: 65.09999847, Soil: 393, Relay: 1
2025-06-06 11:58:45 - Temp: 23.79999924, Hum: 65.40000153, Soil: 396, Relay: 1
2025-06-06 11:58:48 - Temp: 23.79999924, Hum: 65.40000153, Soil: 403, Relay: 1
2025-06-06 11:58:51 - Temp: 23.79999924, Hum: 65.5, Soil: 442, Relay: 1
2025-06-06 11:58:59 - Temp: 23.79999924, Hum: 65.5, Soil: 458, Relay: 1
2025-06-06 11:59:02 - Temp: 23.79999924, Hum: 65.59999847, Soil: 460, Relay: 1
2025-06-06 11:59:10 - Temp: 23.79999924, Hum: 65.59999847, Soil: 463, Relay: 1
2025-06-06 11:59:23 - Temp: 23.79999924, Hum: 65.59999847, Soil: 466, Relay: 1
2025-06-06 11:59:29 - Temp: 23.79999924, Hum: 65.59999847, Soil: 465, Relay: 1
2025-06-06 11:59:39 - Temp: 23.79999924, Hum: 65.80000305, Soil: 464, Relay: 1
2025-06-06 11:59:42 - Temp: 23.79999924, Hum: 65.69999695, Soil: 459, Relay: 1
2025-06-06 11:59:45 - Temp: 23.79999924, Hum: 65.69999695, Soil: 456, Relay: 1
2025-06-06 11:59:48 - Temp: 23.79999924, Hum: 65.80000305, Soil: 454, Relay: 1
2025-06-06 11:59:51 - Temp: 23.79999924, Hum: 65.90000153, Soil: 452, Relay: 1
2025-06-06 11:59:54 - Temp: 23.79999924, Hum: 66.19999695, Soil: 452, Relay: 1
2025-06-06 12:00:15 - Temp: 23.89999962, Hum: 66.19999695, Soil: 416, Relay: 1
2025-06-06 12:00:16 - Temp: 23.89999962, Hum: 66.09999847, Soil: 416, Relay: 1
2025-06-06 12:00:21 - Temp: 23.89999962, Hum: 66, Soil: 415, Relay: 1
2025-06-06 12:00:22 - Temp: 23.89999962, Hum: 66, Soil: 416, Relay: 1
2025-06-06 12:00:42 - Temp: 23.89999962, Hum: 66.40000153, Soil: 415, Relay: 1
2025-06-06 12:00:43 - Temp: 23.89999962, Hum: 66.19999695, Soil: 415, Relay: 1
2025-06-08 09:03:16 - Temp: 23.89999962, Hum: 71.09999847, Soil: 618, Relay: 
2025-06-08 09:03:19 - Temp: 23.89999962, Hum: 71.40000153, Soil: 619, Relay: 
2025-06-08 09:03:22 - Temp: 23.89999962, Hum: 71.5, Soil: 617, Relay: 
2025-06-08 09:03:30 - Temp: 23.89999962, Hum: 73, Soil: 614, Relay: 
2025-06-08 09:03:36 - Temp: 23.89999962, Hum: 73.5, Soil: 614, Relay: 
2025-06-08 09:03:39 - Temp: 23.89999962, Hum: 73.40000153, Soil: 610, Relay: 
2025-06-08 09:03:40 - Temp: 23.89999962, Hum: 72.90000153, Soil: 610, Relay: 
2025-06-08 09:03:45 - Temp: 23.89999962, Hum: 72.59999847, Soil: 608, Relay: 
2025-06-08 09:03:56 - Temp: 24, Hum: 71.69999695, Soil: 607, Relay: 
2025-06-08 09:03:59 - Temp: 24, Hum: 71.40000153, Soil: 607, Relay: 
2025-06-08 09:04:02 - Temp: 24, Hum: 71.30000305, Soil: 606, Relay: 
2025-06-08 09:04:15 - Temp: 24, Hum: 70.80000305, Soil: 604, Relay: 
2025-06-08 09:04:18 - Temp: 24, Hum: 70.69999695, Soil: 604, Relay: 
2025-06-08 09:04:21 - Temp: 24, Hum: 70.69999695, Soil: 1024, Relay: 
2025-06-08 09:04:24 - Temp: 24, Hum: 70.59999847, Soil: 1024, Relay: 
2025-06-08 09:04:27 - Temp: 24, Hum: 70.90000153, Soil: 4, Relay: 1
2025-06-08 09:04:30 - Temp: 24, Hum: 71.19999695, Soil: 513, Relay: 1
2025-06-08 09:04:46 - Temp: 24, Hum: 71.40000153, Soil: 878, Relay: 
2025-06-08 09:04:46 - Temp: 24.10000038, Hum: 71.40000153, Soil: 880, Relay: 
2025-06-08 09:04:49 - Temp: 24.10000038, Hum: 71.30000305, Soil: 885, Relay: 
2025-06-08 09:04:52 - Temp: 24.10000038, Hum: 71.19999695, Soil: 884, Relay: 
2025-06-08 09:04:55 - Temp: 24.10000038, Hum: 70.90000153, Soil: 889, Relay: 
2025-06-08 09:04:58 - Temp: 24.10000038, Hum: 70.90000153, Soil: 886, Relay: 
2025-06-08 09:05:06 - Temp: 24.10000038, Hum: 70.59999847, Soil: 890, Relay: 
2025-06-08 09:05:12 - Temp: 24.10000038, Hum: 70.40000153, Soil: 893, Relay: 
2025-06-08 09:05:13 - Temp: 24.10000038, Hum: 70.40000153, Soil: 897, Relay: 
2025-06-08 09:05:16 - Temp: 24.10000038, Hum: 70.30000305, Soil: 896, Relay: 
2025-06-08 09:05:19 - Temp: 24.10000038, Hum: 70.30000305, Soil: 895, Relay: 
2025-06-08 09:05:27 - Temp: 24.10000038, Hum: 70.09999847, Soil: 902, Relay: 
2025-06-08 09:05:37 - Temp: 24.20000076, Hum: 70.40000153, Soil: 902, Relay: 
2025-06-08 09:05:43 - Temp: 24.20000076, Hum: 70.59999847, Soil: 906, Relay: 
2025-06-08 09:05:48 - Temp: 24.20000076, Hum: 70.5, Soil: 905, Relay: 
2025-06-08 09:05:59 - Temp: 24.20000076, Hum: 70.30000305, Soil: 908, Relay: 
2025-06-08 09:06:02 - Temp: 24.20000076, Hum: 70.30000305, Soil: 908, Relay: 
2025-06-08 09:06:05 - Temp: 24.20000076, Hum: 70.30000305, Soil: 908, Relay: 
2025-06-08 09:06:08 - Temp: 24.20000076, Hum: 70.19999695, Soil: 913, Relay: 
2025-06-08 09:06:16 - Temp: 24.20000076, Hum: 70.09999847, Soil: 914, Relay: 
2025-06-08 09:06:19 - Temp: 24.29999924, Hum: 70, Soil: 914, Relay: 
2025-06-08 09:06:22 - Temp: 24.29999924, Hum: 70, Soil: 915, Relay: 
2025-06-08 09:06:25 - Temp: 24.29999924, Hum: 69.90000153, Soil: 915, Relay: 
2025-06-08 09:06:28 - Temp: 24.29999924, Hum: 69.90000153, Soil: 915, Relay: 
2025-06-08 09:06:41 - Temp: 24.29999924, Hum: 69.69999695, Soil: 916, Relay: 
2025-06-08 09:06:49 - Temp: 24.29999924, Hum: 69.59999847, Soil: 916, Relay: 
2025-06-08 09:06:52 - Temp: 24.29999924, Hum: 69.59999847, Soil: 917, Relay: 
2025-06-08 09:06:55 - Temp: 24.29999924, Hum: 69.5, Soil: 921, Relay: 
2025-06-08 09:07:00 - Temp: 24.29999924, Hum: 69.5, Soil: 921, Relay: 
2025-06-08 09:07:01 - Temp: 24.39999962, Hum: 69.5, Soil: 922, Relay: 
2025-06-08 09:07:04 - Temp: 24.39999962, Hum: 69.40000153, Soil: 921, Relay: 
2025-06-08 09:07:07 - Temp: 24.39999962, Hum: 69.40000153, Soil: 920, Relay: 
2025-06-08 09:07:25 - Temp: 24.39999962, Hum: 70.59999847, Soil: 720, Relay: 
2025-06-08 09:07:28 - Temp: 24.39999962, Hum: 71.90000153, Soil: 721, Relay: 
2025-06-08 09:07:31 - Temp: 24.39999962, Hum: 71.90000153, Soil: 726, Relay: 
2025-06-08 09:07:34 - Temp: 24.5, Hum: 71.59999847, Soil: 722, Relay: 
2025-06-08 09:07:37 - Temp: 24.5, Hum: 71.40000153, Soil: 727, Relay: 
2025-06-08 09:07:40 - Temp: 24.5, Hum: 71, Soil: 728, Relay: 
2025-06-08 09:07:43 - Temp: 24.5, Hum: 70.90000153, Soil: 727, Relay: 
2025-06-08 09:07:46 - Temp: 24.5, Hum: 70.5, Soil: 732, Relay: 
2025-06-08 09:07:49 - Temp: 24.5, Hum: 70.30000305, Soil: 727, Relay: 
2025-06-08 09:07:52 - Temp: 24.5, Hum: 70.19999695, Soil: 726, Relay: 
2025-06-08 09:07:55 - Temp: 24.5, Hum: 70, Soil: 729, Relay: 
2025-06-08 09:07:58 - Temp: 24.5, Hum: 69.90000153, Soil: 726, Relay: 
2025-06-08 09:08:01 - Temp: 24.5, Hum: 69.69999695, Soil: 729, Relay: 
2025-06-08 09:08:04 - Temp: 24.60000038, Hum: 69.59999847, Soil: 729, Relay: 
2025-06-08 09:08:07 - Temp: 24.60000038, Hum: 69.5, Soil: 732, Relay: 
2025-06-08 09:08:10 - Temp: 24.5, Hum: 69.40000153, Soil: 730, Relay: 
2025-06-08 09:08:13 - Temp: 24.60000038, Hum: 69.40000153, Soil: 728, Relay: 
2025-06-08 09:08:16 - Temp: 24.60000038, Hum: 69.19999695, Soil: 732, Relay: 
2025-06-08 09:08:19 - Temp: 24.60000038, Hum: 69.30000305, Soil: 729, Relay: 
2025-06-08 09:08:22 - Temp: 24.60000038, Hum: 69.30000305, Soil: 729, Relay: 
2025-06-08 09:08:30 - Temp: 24.60000038, Hum: 69.40000153, Soil: 211, Relay: 1
2025-06-08 09:08:33 - Temp: 24.60000038, Hum: 69.40000153, Soil: 262, Relay: 1
2025-06-08 09:08:36 - Temp: 24.60000038, Hum: 69.40000153, Soil: 277, Relay: 1
2025-06-08 09:08:39 - Temp: 24.60000038, Hum: 69.30000305, Soil: 289, Relay: 1
2025-06-08 09:08:45 - Temp: 24.60000038, Hum: 69.40000153, Soil: 298, Relay: 1
2025-06-08 09:08:45 - Temp: 24.60000038, Hum: 69.5, Soil: 309, Relay: 1
2025-06-08 09:08:48 - Temp: 24.60000038, Hum: 69.59999847, Soil: 317, Relay: 1
2025-06-08 09:08:51 - Temp: 24.60000038, Hum: 69.59999847, Soil: 326, Relay: 1
2025-06-08 09:08:57 - Temp: 24.70000076, Hum: 69.59999847, Soil: 337, Relay: 1
2025-06-08 09:09:00 - Temp: 24.70000076, Hum: 69.5, Soil: 344, Relay: 1
2025-06-08 09:09:03 - Temp: 24.70000076, Hum: 69.40000153, Soil: 351, Relay: 1
2025-06-08 09:14:26 - Temp: 25.10000038, Hum: 66.40000153, Soil: 1024, Relay: 
2025-06-08 09:14:29 - Temp: 25.10000038, Hum: 66.40000153, Soil: 1024, Relay: 
2025-06-08 09:15:19 - Temp: 25.10000038, Hum: 67.40000153, Soil: 1024, Relay: 
2025-06-08 09:15:24 - Temp: 25.10000038, Hum: 67.30000305, Soil: 1024, Relay: 
2025-06-08 09:15:25 - Temp: 25.10000038, Hum: 67.30000305, Soil: 1024, Relay: 
2025-06-08 09:15:35 - Temp: 25.10000038, Hum: 67.90000153, Soil: 1024, Relay: 
2025-06-08 09:15:36 - Temp: 25.10000038, Hum: 68.30000305, Soil: 1024, Relay: 
2025-06-08 09:15:39 - Temp: 25.10000038, Hum: 67.80000305, Soil: 1024, Relay: 
2025-06-08 09:15:42 - Temp: 25.10000038, Hum: 67.80000305, Soil: 1024, Relay: 
2025-06-08 09:15:45 - Temp: 25.10000038, Hum: 67.59999847, Soil: 1024, Relay: 
2025-06-08 09:16:34 - Temp: 25.20000076, Hum: 67.69999695, Soil: 1024, Relay: 
2025-06-08 09:16:37 - Temp: 25.20000076, Hum: 67.90000153, Soil: 1024, Relay: 
2025-06-08 09:16:40 - Temp: 25.29999924, Hum: 67.80000305, Soil: 1024, Relay: 
2025-06-08 09:16:58 - Temp: 25.29999924, Hum: 67.40000153, Soil: 1024, Relay: 
2025-06-08 09:17:06 - Temp: 25.29999924, Hum: 67.09999847, Soil: 1024, Relay: 
2025-06-08 09:17:09 - Temp: 25.29999924, Hum: 67, Soil: 1024, Relay: 
2025-06-08 09:17:12 - Temp: 25.29999924, Hum: 66.90000153, Soil: 1024, Relay: 
2025-06-08 09:17:17 - Temp: 25.29999924, Hum: 66.80000305, Soil: 1024, Relay: 
2025-06-08 09:17:25 - Temp: 25.39999962, Hum: 66.59999847, Soil: 1024, Relay: 
2025-06-08 09:17:26 - Temp: 25.39999962, Hum: 66.5, Soil: 1024, Relay: 
2025-06-08 09:17:32 - Temp: 25.39999962, Hum: 66.40000153, Soil: 1024, Relay: 
2025-06-08 09:17:35 - Temp: 25.39999962, Hum: 66.30000305, Soil: 1024, Relay: 
2025-06-08 09:17:45 - Temp: 25.39999962, Hum: 66, Soil: 1024, Relay: 
2025-06-08 09:17:56 - Temp: 25.39999962, Hum: 65.90000153, Soil: 1024, Relay: 
2025-06-08 09:17:56 - Temp: 25.39999962, Hum: 65.59999847, Soil: 1024, Relay: 
2025-06-08 09:18:04 - Temp: 25.39999962, Hum: 65.5, Soil: 1024, Relay: 
2025-06-08 09:18:12 - Temp: 25.39999962, Hum: 65.59999847, Soil: 1024, Relay: 
2025-06-08 09:18:18 - Temp: 25.5, Hum: 65.59999847, Soil: 1024, Relay: 
2025-06-08 09:18:19 - Temp: 25.5, Hum: 65.59999847, Soil: 1024, Relay: 
2025-06-08 09:18:22 - Temp: 25.5, Hum: 65.59999847, Soil: 1024, Relay: 
2025-06-08 09:18:25 - Temp: 25.5, Hum: 65.59999847, Soil: 1024, Relay: 
2025-06-08 09:18:28 - Temp: 25.5, Hum: 65.59999847, Soil: 1024, Relay: 
2025-06-08 09:18:31 - Temp: 25.5, Hum: 65.59999847, Soil: 1024, Relay: 
2025-06-08 09:18:34 - Temp: 25.5, Hum: 65.59999847, Soil: 1024, Relay: 
2025-06-08 09:18:37 - Temp: 25.5, Hum: 65.69999695, Soil: 1024, Relay: 
2025-06-08 09:18:45 - Temp: 25.5, Hum: 65.80000305, Soil: 1024, Relay: 
2025-06-08 09:18:48 - Temp: 25.5, Hum: 65.80000305, Soil: 1024, Relay: 
2025-06-08 09:18:59 - Temp: 25.5, Hum: 65.80000305, Soil: 1024, Relay: 
2025-06-08 09:19:02 - Temp: 25.60000038, Hum: 65.80000305, Soil: 1024, Relay: 
2025-06-08 09:19:05 - Temp: 25.5, Hum: 65.90000153, Soil: 1024, Relay: 
2025-06-08 09:19:06 - Temp: 25.60000038, Hum: 65.90000153, Soil: 1024, Relay: 
2025-06-08 09:19:19 - Temp: 25.60000038, Hum: 66.19999695, Soil: 1024, Relay: 
2025-06-08 09:19:34 - Temp: 25.60000038, Hum: 66, Soil: 1024, Relay: 
2025-06-08 09:19:35 - Temp: 25.60000038, Hum: 65.90000153, Soil: 1024, Relay: 
2025-06-08 09:19:58 - Temp: 25.60000038, Hum: 65.69999695, Soil: 1024, Relay: 
2025-06-08 09:20:04 - Temp: 25.60000038, Hum: 65.59999847, Soil: 1024, Relay: 
2025-06-08 09:20:07 - Temp: 25.70000076, Hum: 65.59999847, Soil: 1024, Relay: 
2025-06-08 09:20:07 - Temp: 25.70000076, Hum: 65.69999695, Soil: 1024, Relay: 
2025-06-08 09:20:10 - Temp: 25.70000076, Hum: 65.69999695, Soil: 1024, Relay: 
2025-06-08 09:20:13 - Temp: 25.70000076, Hum: 65.80000305, Soil: 1024, Relay: 
2025-06-08 09:20:31 - Temp: 25.70000076, Hum: 65.69999695, Soil: 1024, Relay: 
2025-06-08 09:20:37 - Temp: 25.70000076, Hum: 65.5, Soil: 1024, Relay: 
2025-06-08 09:20:40 - Temp: 25.70000076, Hum: 65.40000153, Soil: 1024, Relay: 
2025-06-08 09:20:43 - Temp: 25.70000076, Hum: 65.30000305, Soil: 1024, Relay: 
2025-06-08 09:20:47 - Temp: 25.70000076, Hum: 65.30000305, Soil: 1024, Relay: 
2025-06-08 09:20:47 - Temp: 25.70000076, Hum: 65.19999695, Soil: 1024, Relay: 
2025-06-08 09:20:50 - Temp: 25.70000076, Hum: 65.19999695, Soil: 1024, Relay: 
2025-06-08 09:20:53 - Temp: 25.70000076, Hum: 65.19999695, Soil: 1024, Relay: 
2025-06-08 09:20:59 - Temp: 25.70000076, Hum: 65.30000305, Soil: 1024, Relay: 
2025-06-08 09:21:02 - Temp: 25.70000076, Hum: 65.30000305, Soil: 1024, Relay: 
2025-06-08 09:21:02 - Temp: 25.70000076, Hum: 65.30000305, Soil: 1024, Relay: 
2025-06-08 09:21:05 - Temp: 25.79999924, Hum: 65.30000305, Soil: 1024, Relay: 
2025-06-08 09:21:08 - Temp: 25.79999924, Hum: 65.30000305, Soil: 1024, Relay: 
2025-06-08 09:21:11 - Temp: 25.79999924, Hum: 65.30000305, Soil: 1024, Relay: 
2025-06-08 09:21:24 - Temp: 25.79999924, Hum: 65.40000153, Soil: 1024, Relay: 
2025-06-08 09:21:27 - Temp: 25.79999924, Hum: 65.59999847, Soil: 1024, Relay: 
2025-06-08 09:21:30 - Temp: 25.79999924, Hum: 65.59999847, Soil: 1024, Relay: 
2025-06-08 09:21:33 - Temp: 25.79999924, Hum: 65.5, Soil: 1024, Relay: 
2025-06-08 09:21:36 - Temp: 25.79999924, Hum: 65.80000305, Soil: 1024, Relay: 
2025-06-08 09:21:39 - Temp: 25.79999924, Hum: 65.5, Soil: 1024, Relay: 
2025-06-08 09:21:45 - Temp: 25.79999924, Hum: 65.59999847, Soil: 1024, Relay: 
2025-06-08 09:21:48 - Temp: 25.79999924, Hum: 65.59999847, Soil: 1024, Relay: 
2025-06-08 09:21:48 - Temp: 25.79999924, Hum: 65.69999695, Soil: 1024, Relay: 
2025-06-08 09:21:51 - Temp: 25.79999924, Hum: 65.69999695, Soil: 1024, Relay: 
2025-06-08 09:21:54 - Temp: 25.79999924, Hum: 65.69999695, Soil: 1024, Relay: 
2025-06-08 09:22:00 - Temp: 25.79999924, Hum: 65.59999847, Soil: 1024, Relay: 
2025-06-08 09:22:03 - Temp: 25.79999924, Hum: 65.5, Soil: 1024, Relay: 
2025-06-08 09:22:11 - Temp: 25.89999962, Hum: 65.40000153, Soil: 1024, Relay: 
2025-06-08 09:22:11 - Temp: 25.89999962, Hum: 65, Soil: 1024, Relay: 
2025-06-08 09:22:14 - Temp: 25.79999924, Hum: 64.80000305, Soil: 1024, Relay: 
2025-06-08 09:22:22 - Temp: 25.89999962, Hum: 64.5, Soil: 1024, Relay: 
2025-06-08 09:22:25 - Temp: 25.89999962, Hum: 64, Soil: 1024, Relay: 
2025-06-08 09:22:31 - Temp: 25.89999962, Hum: 64, Soil: 1024, Relay: 
2025-06-08 09:22:34 - Temp: 25.89999962, Hum: 63.79999924, Soil: 1024, Relay: 
2025-06-08 09:22:45 - Temp: 25.89999962, Hum: 63.29999924, Soil: 1024, Relay: 
2025-06-08 09:22:48 - Temp: 25.89999962, Hum: 63.20000076, Soil: 1024, Relay: 
2025-06-08 09:22:53 - Temp: 25.89999962, Hum: 63.09999847, Soil: 1024, Relay: 
2025-06-08 09:22:59 - Temp: 25.89999962, Hum: 63.20000076, Soil: 1024, Relay: 
2025-06-08 09:23:20 - Temp: 25.89999962, Hum: 63.29999924, Soil: 1024, Relay: 
2025-06-08 09:23:28 - Temp: 25.89999962, Hum: 63.5, Soil: 1024, Relay: 
2025-06-08 09:23:31 - Temp: 25.89999962, Hum: 63.70000076, Soil: 1024, Relay: 
2025-06-08 09:23:31 - Temp: 25.89999962, Hum: 63.70000076, Soil: 1024, Relay: 
2025-06-08 09:23:34 - Temp: 25.89999962, Hum: 63.79999924, Soil: 1024, Relay: 
2025-06-08 09:23:37 - Temp: 25.89999962, Hum: 63.90000153, Soil: 1024, Relay: 
2025-06-08 09:27:20 - Temp: 26.29999924, Hum: 62.79999924, Soil: 446, Relay: 1
2025-06-08 09:27:23 - Temp: 26.29999924, Hum: 62.79999924, Soil: 448, Relay: 1
2025-06-08 09:27:26 - Temp: 26.29999924, Hum: 62.59999847, Soil: 449, Relay: 1
2025-06-08 09:30:46 - Temp: 26.60000038, Hum: 59.5, Soil: 1024, Relay: 
2025-06-08 09:30:49 - Temp: 26.60000038, Hum: 59.20000076, Soil: 1024, Relay: 
2025-06-08 09:30:52 - Temp: 26.60000038, Hum: 59.09999847, Soil: 1021, Relay: 
2025-06-08 09:30:55 - Temp: 26.60000038, Hum: 58.90000153, Soil: 1021, Relay: 
2025-06-08 09:30:58 - Temp: 26.60000038, Hum: 58.79999924, Soil: 1022, Relay: 
2025-06-08 09:31:06 - Temp: 26.60000038, Hum: 58.59999847, Soil: 1023, Relay: 
2025-06-08 09:31:19 - Temp: 26.60000038, Hum: 58.40000153, Soil: 375, Relay: 1
2025-06-08 09:31:30 - Temp: 26.60000038, Hum: 58.40000153, Soil: 386, Relay: 1
2025-06-08 09:31:33 - Temp: 26.60000038, Hum: 58.40000153, Soil: 388, Relay: 1
2025-06-08 09:31:39 - Temp: 26.60000038, Hum: 58.5, Soil: 392, Relay: 1
2025-06-08 09:31:44 - Temp: 26.60000038, Hum: 58.5, Soil: 393, Relay: 1
2025-06-08 09:31:50 - Temp: 26.60000038, Hum: 58.59999847, Soil: 394, Relay: 1
2025-06-08 09:31:55 - Temp: 26.60000038, Hum: 58.5, Soil: 394, Relay: 1
2025-06-08 09:31:56 - Temp: 26.60000038, Hum: 58.5, Soil: 394, Relay: 1
2025-06-08 09:31:59 - Temp: 26.60000038, Hum: 58.5, Soil: 394, Relay: 1
2025-06-08 09:32:05 - Temp: 26.60000038, Hum: 58.5, Soil: 394, Relay: 1
2025-06-08 09:32:08 - Temp: 26.60000038, Hum: 58.59999847, Soil: 792, Relay: 
2025-06-08 09:32:16 - Temp: 26.60000038, Hum: 58.59999847, Soil: 604, Relay: 
2025-06-08 09:32:16 - Temp: 26.60000038, Hum: 58.5, Soil: 624, Relay: 
2025-06-08 09:32:24 - Temp: 26.60000038, Hum: 58.59999847, Soil: 628, Relay: 
2025-06-08 09:32:27 - Temp: 26.60000038, Hum: 58.5, Soil: 629, Relay: 
2025-06-08 09:32:30 - Temp: 26.60000038, Hum: 58.5, Soil: 628, Relay: 
2025-06-08 09:32:33 - Temp: 26.60000038, Hum: 58.40000153, Soil: 628, Relay: 
2025-06-08 09:32:36 - Temp: 26.60000038, Hum: 58.40000153, Soil: 627, Relay: 
2025-06-08 09:32:42 - Temp: 26.60000038, Hum: 58.40000153, Soil: 628, Relay: 
2025-06-08 09:32:42 - Temp: 26.60000038, Hum: 58.29999924, Soil: 627, Relay: 
2025-06-08 09:33:03 - Temp: 26.60000038, Hum: 58.09999847, Soil: 626, Relay: 
2025-06-08 09:33:04 - Temp: 26.60000038, Hum: 58, Soil: 627, Relay: 
2025-06-08 09:33:07 - Temp: 26.60000038, Hum: 58, Soil: 625, Relay: 
2025-06-08 09:33:15 - Temp: 26.5, Hum: 58, Soil: 627, Relay: 
2025-06-08 09:33:25 - Temp: 26.5, Hum: 58, Soil: 624, Relay: 
2025-06-08 09:33:31 - Temp: 26.60000038, Hum: 58.40000153, Soil: 625, Relay: 
2025-06-08 09:33:42 - Temp: 26.5, Hum: 59, Soil: 624, Relay: 
2025-06-08 09:33:45 - Temp: 26.60000038, Hum: 59.29999924, Soil: 624, Relay: 
2025-06-08 09:33:45 - Temp: 26.5, Hum: 59.20000076, Soil: 622, Relay: 
2025-06-08 09:34:01 - Temp: 26.5, Hum: 59.20000076, Soil: 620, Relay: 
2025-06-08 09:34:02 - Temp: 26.5, Hum: 59, Soil: 622, Relay: 
2025-06-08 09:34:05 - Temp: 26.5, Hum: 59.09999847, Soil: 620, Relay: 
2025-06-08 09:34:08 - Temp: 26.5, Hum: 59.09999847, Soil: 620, Relay: 
2025-06-08 09:34:21 - Temp: 26.5, Hum: 58.90000153, Soil: 618, Relay: 
2025-06-08 09:34:29 - Temp: 26.5, Hum: 59, Soil: 620, Relay: 
2025-06-08 09:34:32 - Temp: 26.5, Hum: 59, Soil: 619, Relay: 
2025-06-08 09:34:40 - Temp: 26.5, Hum: 58.79999924, Soil: 619, Relay: 
2025-06-08 09:34:48 - Temp: 26.5, Hum: 58.59999847, Soil: 619, Relay: 
2025-06-08 09:35:01 - Temp: 26.5, Hum: 58.40000153, Soil: 619, Relay: 
2025-06-08 09:35:07 - Temp: 26.5, Hum: 58.40000153, Soil: 619, Relay: 
2025-06-08 09:35:07 - Temp: 26.5, Hum: 58.40000153, Soil: 618, Relay: 
2025-06-08 09:35:13 - Temp: 26.5, Hum: 58.29999924, Soil: 618, Relay: 
2025-06-08 09:35:16 - Temp: 26.5, Hum: 58.29999924, Soil: 618, Relay: 
2025-06-08 09:35:26 - Temp: 26.5, Hum: 58.20000076, Soil: 619, Relay: 
2025-06-08 09:35:32 - Temp: 26.5, Hum: 58.20000076, Soil: 618, Relay: 
2025-06-08 09:35:32 - Temp: 26.5, Hum: 58.20000076, Soil: 617, Relay: 
2025-06-08 09:35:35 - Temp: 26.39999962, Hum: 58.59999847, Soil: 617, Relay: 
2025-06-08 09:35:38 - Temp: 26.5, Hum: 58.90000153, Soil: 618, Relay: 
2025-06-08 09:35:49 - Temp: 26.5, Hum: 59.40000153, Soil: 619, Relay: 
2025-06-08 09:35:52 - Temp: 26.5, Hum: 59.5, Soil: 617, Relay: 
2025-06-08 09:35:53 - Temp: 26.39999962, Hum: 59.59999847, Soil: 619, Relay: 
2025-06-08 09:35:56 - Temp: 26.5, Hum: 59.59999847, Soil: 618, Relay: 
2025-06-08 09:35:59 - Temp: 26.39999962, Hum: 59.70000076, Soil: 618, Relay: 
2025-06-08 09:36:02 - Temp: 26.39999962, Hum: 59.79999924, Soil: 619, Relay: 
2025-06-08 09:36:05 - Temp: 26.39999962, Hum: 59.90000153, Soil: 619, Relay: 
2025-06-08 09:36:08 - Temp: 26.39999962, Hum: 60.20000076, Soil: 619, Relay: 
2025-06-08 09:36:11 - Temp: 26.39999962, Hum: 60.29999924, Soil: 619, Relay: 
2025-06-08 09:36:14 - Temp: 26.39999962, Hum: 60.29999924, Soil: 619, Relay: 
2025-06-08 09:36:27 - Temp: 26.39999962, Hum: 60.20000076, Soil: 618, Relay: 
2025-06-08 09:36:33 - Temp: 26.39999962, Hum: 59.90000153, Soil: 618, Relay: 
2025-06-08 09:36:38 - Temp: 26.39999962, Hum: 59.40000153, Soil: 620, Relay: 
2025-06-08 09:36:41 - Temp: 26.39999962, Hum: 59.40000153, Soil: 1024, Relay: 
2025-06-08 09:36:49 - Temp: 26.39999962, Hum: 59.5, Soil: 1024, Relay: 
2025-06-08 09:36:52 - Temp: 26.39999962, Hum: 59.90000153, Soil: 1024, Relay: 
2025-06-08 09:36:55 - Temp: 26.39999962, Hum: 60, Soil: 1024, Relay: 
2025-06-08 09:37:08 - Temp: 26.39999962, Hum: 59.79999924, Soil: 1024, Relay: 
2025-06-08 09:37:14 - Temp: 26.39999962, Hum: 59.70000076, Soil: 1024, Relay: 
2025-06-08 09:37:20 - Temp: 26.39999962, Hum: 59.59999847, Soil: 1024, Relay: 
